n 20 
matrix
 0.348348 0.800732 -0.513714 0.0497784 -0.736271
 -0.103952 0.0379115 1.1103 -0.754093 -0.56182
 0.481258 0.334033 -0.281342 0.538934 0.0329778
 -0.187172 -0.0269658 0.293394 0.993798 0

 0.800732 4.70378 2.6711 -7.13393 -1.67606
 -1.55012 -0.0744904 -6.47917 -3.48717 -1.67007
 -0.628122 1.97225 3.18777 -0.849478 0.76526
 -3.76142 2.15763 -6.51321 -0.044755 0

 -0.513714 2.6711 7.6989 -9.61406 2.15923
 -1.08355 -0.80686 -18.1859 0.0894878 1.08234
 -3.51163 0.0665924 6.17663 -6.20472 0.716506
 -3.7611 2.96184 -8.61252 -4.42521 0

 0.0497784 -7.13393 -9.61406 19.0807 -0.114694
 3.71462 0.283589 23.2368 4.70751 1.05676
 4.4448 -3.33529 -10.0929 5.25483 -1.83968
 8.52163 -5.85335 19.0232 6.18461 0

 -0.736271 -1.67606 2.15923 -0.114694 2.92591
 0.578935 -0.559618 -5.12335 2.8841 2.25396
 -1.78299 -1.89192 1.05478 -2.55066 -0.216019
 0.528305 0.0138114 0.357234 -2.15863 0

 -0.103952 -1.55012 -1.08355 3.71462 0.578935
 0.976043 -0.150398 2.85684 1.60845 0.697629
 0.466781 -1.15096 -1.69486 0.143602 -0.42351
 1.73022 -1.14256 3.97569 0.863938 0

 0.0379115 -0.0744904 -0.80686 0.283589 -0.559618
 -0.150398 0.264758 1.88697 -0.53617 -0.448186
 0.403843 0.436591 -0.390945 0.895862 0.00258745
 0.0468613 -0.0558693 -0.134046 0.207217 0

 1.1103 -6.47917 -18.1859 23.2368 -5.12335
 2.85684 1.88697 43.8551 0.0247842 -2.40216
 8.21748 -0.320914 -14.9601 15.0434 -1.75025
 8.84097 -7.17356 20.5082 10.1986 0

 -0.754093 -3.48717 0.0894878 4.70751 2.8841
 1.60845 -0.53617 0.0247842 4.17865 2.51516
 -0.667123 -2.75787 -1.39526 -1.66202 -0.684237
 2.72255 -1.45462 5.23276 -0.655835 0

 -0.56182 -1.67007 1.08234 1.05676 2.25396
 0.697629 -0.448186 -2.40216 2.51516 1.85216
 -1.15367 -1.67998 0.174281 -1.52871 -0.258291
 0.85371 -0.354809 1.37587 -1.32593 0

 0.481258 -0.628122 -3.51163 4.4448 -1.78299
 0.466781 0.403843 8.21748 -0.667123 -1.15367
 2.14863 0.377091 -2.91233 2.59361 -0.299137
 1.71114 -1.34566 4.26471 2.83331 0

 0.334033 1.97225 0.0665924 -3.33529 -1.89192
 -1.15096 0.436591 -0.320914 -2.75787 -1.67998
 0.377091 2.01344 1.09496 0.997159 0.507195
 -1.76968 1.05144 -3.98318 -0.0618636 0

 -0.281342 3.18777 6.17663 -10.0929 1.05478
 -1.69486 -0.390945 -14.9601 -1.39526 0.174281
 -2.91233 1.09496 5.8292 -4.24431 0.888547
 -4.18789 3.11062 -9.70701 -3.94008 0

 0.538934 -0.849478 -6.20472 5.25483 -2.55066
 0.143602 0.895862 15.0434 -1.66202 -1.52871
 2.59361 0.997159 -4.24431 6.32078 -0.244298
 1.46538 -1.64606 3.70735 2.96973 0

 0.0329778 0.76526 0.716506 -1.83968 -0.216019
 -0.42351 0.00258745 -1.75025 -0.684237 -0.258291
 -0.299137 0.507195 0.888547 -0.244298 0.228268
 -0.850751 0.554796 -1.92048 -0.489541 0

 -0.187172 -3.76142 -3.7611 8.52163 0.528305
 1.73022 0.0468613 8.84097 2.72255 0.85371
 1.71114 -1.76968 -4.18789 1.46538 -0.850751
 4.12433 -2.59437 8.6162 2.2561 0

 -0.0269658 2.15763 2.96184 -5.85335 0.0138114
 -1.14256 -0.0558693 -7.17356 -1.45462 -0.354809
 -1.34566 1.05144 3.11062 -1.64606 0.554796
 -2.59437 1.81194 -5.86367 -1.92134 0

 0.293394 -6.51321 -8.61252 19.0232 0.357234
 3.97569 -0.134046 20.5082 5.23276 1.37587
 4.26471 -3.98318 -9.70701 3.70735 -1.92048
 8.6162 -5.86367 20.166 6.91853 0

 0.993798 -0.044755 -4.42521 6.18461 -2.15863
 0.863938 0.207217 10.1986 -0.655835 -1.32593
 2.83331 -0.0618636 -3.94008 2.96973 -0.489541
 2.2561 -1.92134 6.91853 4.8065 0

 0 0 0 0 0
 0 0 0 0 0
 0 0 0 0 0
 0 0 0 0 3.63798e-10

END

