n 10 
matrix
 27.1528 2.81099 -12.9142 13.508 8.37371
 -8.79486 10.1605 -15.2605 -19.5683 19.7836

 2.81099 1.76912 -3.32229 -0.496242 1.33397
 -2.42515 1.87184 -0.518526 0.484774 2.33966

 -12.9142 -3.32229 10.4502 -0.714061 -4.08686
 6.99795 -5.71896 1.83838 4.06573 -8.46483

 13.508 -0.496242 -0.714061 16.0481 4.87186
 -1.35277 5.08759 -18.6006 -16.7716 12.6873

 8.37371 1.33397 -4.08686 4.87186 3.02719
 -3.11317 3.72904 -6.45394 -6.02506 6.94696

 -8.79486 -2.42515 6.99795 -1.35277 -3.11317
 5.08032 -4.49449 3.22292 3.29233 -6.65049

 10.1605 1.87184 -5.71896 5.08759 3.72904
 -4.49449 5.01763 -7.7002 -6.87589 8.65939

 -15.2605 -0.518526 1.83838 -18.6006 -6.45394
 3.22292 -7.7002 25.2186 19.4664 -16.7754

 -19.5683 0.484774 4.06573 -16.7716 -6.02506
 3.29233 -6.87589 19.4664 22.4926 -16.7911

 19.7836 2.33966 -8.46483 12.6873 6.94696
 -6.65049 8.65939 -16.7754 -16.7911 17.0766


END
