n 10 
matrix
 4.97638 -3.61476 -1.96913 0.951383 2.8406
 -1.78282 8.93045 5.82607 10.966 11.428

 -3.61476 12.6794 -5.77014 1.88639 0.746217
 -3.52449 -15.5707 -0.486517 -14.0005 -15.701

 -1.96913 -5.77014 7.59233 -3.98288 -1.90148
 3.23361 2.76616 -7.01489 -0.677617 0.620991

 0.951383 1.88639 -3.98288 3.41524 0.0979348
 -0.39348 -1.00042 4.7155 1.47338 0.756184

 2.8406 0.746217 -1.90148 0.0979348 3.68329
 -3.06142 2.28824 2.7944 4.29012 5.02283

 -1.78282 -3.52449 3.23361 -0.39348 -3.06142
 3.58193 1.08098 -2.63893 -0.607251 -0.494979

 8.93045 -15.5707 2.76616 -1.00042 2.28824
 1.08098 24.8439 6.90003 25.0216 27.0149

 5.82607 -0.486517 -7.01489 4.7155 2.7944
 -2.63893 6.90003 11.1934 11.453 10.7369

 10.966 -14.0005 -0.677617 1.47338 4.29012
 -0.607251 25.0216 11.453 28.2218 30.1112

 11.428 -15.701 0.620991 0.756184 5.02283
 -0.494979 27.0149 10.7369 30.1112 33.1456

END
